Hovedinstitution;Institutionsnummer;Institutionsnavn;Enhedsart;Adresse;Postnummer;Postdistrikt;Vejkode;Beliggenhedskommune;Beliggenhedsregion;Geokode: Breddegrad;Geokode: Længdegrad;Institutionsleder;Telefonnummer;E-mail adresse;Webadresse;Institutionstype, nr;Institutionstype, navn;Undervisningsniveau;Ressortministerium;CVR-nummer;P-nummer;Ejerkode, nr;Ejerkode, navn;Administrativ kommune;Aktivkode, nr;Aktivkode, navn;Ajourdato;Oprettelsesmåned;Nedlæggelsesdato
;101120;Nørre Gymnasium;Institution uden enheder;Mørkhøjvej 78;2700;Brønshøj;4912;Københavns Kommune;Region Hovedstaden;55.718373;12.47133795;Mette Vedel;4494 2722;mail@nrgym.dk;www.norreg.dk;1061;Gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;29575649;1003254337;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/07/2024;200701;
;101121;Københavns åbne Gymnasium;Institution uden enheder;Sjælør Boulevard 133;2500;Valby;6412;Københavns Kommune;Region Hovedstaden;55.65558247;12.52425072;Anne-Birgitte Rasmussen;3646 3350;kg@adm.kg.dk;www.kg.dk;1061;Gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;29556393;1003255503;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;20/11/2019;200701;
;101124;Ingrid Jespersens Gymnasieskole;Institution uden enheder;Nordre Frihavnsgade 9;2100;København Ø;5044;Københavns Kommune;Region Hovedstaden;55.70028708;12.57854748;Søren Keller Sørensen;3526 3622;ijg@ijg.dk;www.ijg.dk;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;21480711;1003419141;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/09/2024;190808;
;101125;Niels Steensens Gymnasium;Institution uden enheder;Sankt Kjelds Gade 3;2100;København Ø;6264;Københavns Kommune;Region Hovedstaden;55.70812808;12.56705443;Henrik Stokholm Vestergaard;3916 2340;nsg@nsg.dk;www.nsg.dk;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;63941611;1003419153;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/10/2024;195008;
;101126;N. Zahles Gymnasieskole;Institution uden enheder;Nørre Voldgade 5;1358;København K;5220;Københavns Kommune;Region Hovedstaden;55.68245647;12.56982831;Pernille Bogø Bach;3369 7900;gymnasiet@zahles.dk;zahlesgym.dk;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;62513217;1005276737;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;27/04/2026;185101;
;101127;Øbro Fri Skole;Institution uden enheder;Øster Farimagsgade 16 B;2100;København Ø;8588;Københavns Kommune;Region Hovedstaden;55.69054025;12.5756467;Christian Ramnæs;3525 3630;skoleleder@obrofriskole.dk;www.obrofriskole.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;48671217;1001918521;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;29/07/2020;197402;
;101129;Landsbyskolen;Institution uden enheder;Engvej 135;2300;København S;1620;Københavns Kommune;Region Hovedstaden;55.64901879;12.63405558;Christina Smidt Christensen;3259 8631;kontor@landsbyskolen.dk;www.landsbyskolen.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;44091879;1029370008;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;06/09/2023;197408;
;101132;Nørrebro Lilleskole;Institution uden enheder;Prinsesse Charlottes Gade 34;2200;København N;5604;Københavns Kommune;Region Hovedstaden;55.69418935;12.55125807;Anja  Szabo;3535 4501;Kontoret@norrebro-lilleskole.dk;www.norrebro-lilleskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;51972317;1001979069;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;19/08/2022;197504;
;101133;Freinetskolen;Institution uden enheder;Valby Langgade 117;2500;Valby;7912;Københavns Kommune;Region Hovedstaden;55.66600255;12.50641202;Michael Christiansen;2522 2650;Kontor@freinetskolen.dk;www.freinetskolen.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;58331112;1002078771;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/09/2021;197608;
;101135;Vanløse Privatskole;Institution uden enheder;Linde Allé 34;2720;Vanløse;4320;Københavns Kommune;Region Hovedstaden;55.68217081;12.48809693;Lisbet Kjærgaard;3871 5685;adm.101135@vanloeseprivatskole.dk;vanloeseprivatskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;82247513;1002641169;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/04/2026;197708;
;101138;Lundehusskolen;Institution uden enheder;Lersø Parkalle 152;2100;København Ø;4236;Københavns Kommune;Region Hovedstaden;55.71847038;12.5443624;Lisbeth Palm Olesen;3366 4100;lundehus@kk.dk;lundehus.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;64942212;1003253937;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/03/2022;197908;
;101140;Trekronergade Freinetskole;Institution uden enheder;Trekronergade 46, 1;2500;Valby;7636;Københavns Kommune;Region Hovedstaden;55.657277;12.51978288;Hanna Jessen;3617 3162;kontor@trekroner-freinet.dk;www.trekronergadefreinetskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;86841916;1002757819;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;16/05/2018;197908;
;101142;Center for Specialundervisning for Voksne;Institution uden enheder;Ryparken 81;2100;København Ø;6052;Københavns Kommune;Region Hovedstaden;55.72207344;12.56092272;Eskild Frøshaug Petersen;8256 1100;csv@kk.dk;www.csv.kk.dk;1051;Specialskoler for voksne;7;Børne- og Undervisningsministeriet;64942212;1031628268;2;Kommunale;Københavns Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;27/01/2026;198001;
;101145;Ryparken Lille Skole;Institution uden enheder;Gartnerivej 3;2100;København Ø;2132;Københavns Kommune;Region Hovedstaden;55.7213241;12.55833706;Mads Berndt;3929 6639;kontor@ryp.dk;www.ryparkenskole.dk;1013;Friskoler og private grundskoler;7;Børne- og Undervisningsministeriet;28997418;1001639240;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/02/2025;197007;
;101149;DIA Privatskole;Institution uden enheder;Sankt Hans Gade 25;2200;København N;6240;Københavns Kommune;Region Hovedstaden;55.69029653;12.56188528;Suhair Ibrahim Moh'd Deeb;3535 8223;diaprivatskole@diaps.dk;www.dia-privatskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;60098212;1002107599;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;17/10/2025;198108;
;101151;Kildevældsskolen;Institution uden enheder;Bellmansgade 5a;2100;København Ø;0452;Københavns Kommune;Region Hovedstaden;55.71540214;12.56940985;Anne Marker;3317 3131;kildevaeld@kk.dk;kildevaeld.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;64942212;1003251570;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/09/2026;198208;
;101152;Bjørns Internationale Skole;Institution uden enheder;Gartnerivej 5;2100;København Ø;2132;Københavns Kommune;Region Hovedstaden;55.72139116;12.55866322;Thomas Dahl;3929 2937;principal@bisuv.dk;www.biscopenhagen.com;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;71719111;1002351628;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;16/06/2025;196708;
;101153;Ingrid Jespersens Gymnasieskole;Institution uden enheder;Nordre Frihavnsgade 9;2100;København Ø;5044;Københavns Kommune;Region Hovedstaden;55.70028708;12.57854748;Søren Keller Sørensen;3526 3622;ijg@ijg.dk;www.ijg.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;21480711;1003419141;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/09/2024;189409;
;101154;Niels Steensens Gymnasium;Institution uden enheder;Sankt Kjelds Gade 3;2100;København Ø;6264;Københavns Kommune;Region Hovedstaden;55.70812808;12.56705443;Henrik Stokholm Vestergaard;3916 2340;nsg@nsg.dk;www.nsg.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;63941611;1003419153;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/10/2024;195008;
;101155;N. Zahles Grundskole;Institution uden enheder;Nørre Voldgade 5;1358;København K;5220;Københavns Kommune;Region Hovedstaden;55.68245647;12.56982831;Pernille Bogø Bach;3369 7900;grundskolen@zahles.dk;www.zahlesgym.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;62513217;1003419128;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;13/12/2024;185101;
;101157;Sortedamskolen;Institution uden enheder;Sortedam Dossering 97;2100;København Ø;6740;Københavns Kommune;Region Hovedstaden;55.69773224;12.57720677;Christian Bech;8256 6650;sortedamskolen@kk.dk;sortedamskolen.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;64942212;1003255679;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/04/2022;;
;101158;Sankt Annæ Gymnasiums Grundskole;Institution uden enheder;Sjælør Boulevard 135;2500;Valby;6412;Københavns Kommune;Region Hovedstaden;55.6560852;12.52584515;Anette Holst;3646 6222;sag@kk.dk;sag.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;64942212;1012961320;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/03/2022;195308;
;101162;Kildeskolen;Institution uden enheder;Høffdingsvej 14;2500;Valby;3172;Københavns Kommune;Region Hovedstaden;55.65915959;12.50185781;Christine Wenlock;3879 0140;info@kildeskolen.dk;www.kildeskolen.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;78856211;1002563722;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;01/12/2022;198508;
;101163;Amager's International School;Institution uden enheder;Rødovrevej 395;2610;Rødovre;0705;Rødovre Kommune;Region Hovedstaden;55.70080376;12.45483562;Stephanie Anderhalden, konst.;3258 7242;office@a-i-s.dk;www.a-i-s.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;78856017;1002563710;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;01/10/2024;198504;
;101168;Uddannelsescenter UiU;Institution uden enheder;Horsebakken 19;2400;København NV;3024;Københavns Kommune;Region Hovedstaden;55.71183793;12.51314123;Helle Munk;3366 8900;uiu@kk.dk;uiu.aula.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;64942212;1003253093;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;04/03/2025;198708;
;101169;Jinnah International School;Institution uden enheder;Skjulhøj Allé 59;2720;Vanløse;6480;Københavns Kommune;Region Hovedstaden;55.69619034;12.48134908;Anette Frandsen;3874 2100;info@jinnahskole.dk;www.jinnahschool.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;75674112;1002466980;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/11/2019;198408;
;101170;Det Frie Gymnasiums Grundskole;Institution uden enheder;Møllegade 26;2200;København N;4892;Københavns Kommune;Region Hovedstaden;55.69250811;12.55873945;Sara Mac Dalland;3537 1111;adm@detfri.dk;www.detfri.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;29344310;1001644838;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;28/03/2019;198409;
;101171;Det frie Gymnasium;Institution uden enheder;Struenseegade 50;2200;København N;7032;Københavns Kommune;Region Hovedstaden;55.68918578;12.5449912;Sara Mac Dalland;3537 1111;adm@detfri.dk;www.detfri.dk;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;29344310;1001644838;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;29/04/2026;197009;
;101172;Ahi International School;Institution uden enheder;Klingseyvej 8 B;2720;Vanløse;3740;Københavns Kommune;Region Hovedstaden;55.68754039;12.48719439;Gülbeze Arslan;3874 0205;ahi_skole@yahoo.dk;www.ahis.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;12594887;1000412882;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;19/06/2025;198808;
;101174;Amager Fælled Skole;Institution uden enheder;Sundholmsvej 2 A;2300;København S;7120;Københavns Kommune;Region Hovedstaden;55.66244688;12.59498884;Trine Borch;3530 2308;afs@kk.dk;afs.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;64942212;1003255989;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/09/2026;199108;
;101175;Langelinieskolen;Institution uden enheder;Holsteinsgade 41;2100;København Ø;3008;Københavns Kommune;Region Hovedstaden;55.69960544;12.58673834;Kristian Borg;3528 9696;langelinieskolen@kk.dk;langelinieskolen.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;64942212;1003253044;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/03/2022;199108;
;101178;Lygten Skole;Institution uden enheder;Drejervej 11, 2.sal;2400;København NV;1328;Københavns Kommune;Region Hovedstaden;55.70223401;12.53583048;Benjamin Engell-Hansen;3531 0300;kontor@lygtenskole.dk;www.lygtenskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;16224642;1001059465;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;13/06/2024;199208;
;101180;Al Hikma Skolen;Institution uden enheder;Ellebjergvej 50 St.;2450;København SV;1492;Københavns Kommune;Region Hovedstaden;55.65039311;12.52249014;Allaa Al-Naqach;3617 8511;adm@alhikma.dk;www.alhikma.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;17188232;1001239824;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;23/11/2021;199308;
;101181;Hay Skolen;Institution uden enheder;Stubmøllevej 35;2450;København SV;7060;Københavns Kommune;Region Hovedstaden;55.64947741;12.52266194;Joachim Grubbe;3630 9949;info@hayskolen.dk;www.hayskolen.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;17120247;1001226777;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;20/09/2022;199308;
;101184;Sjællands Privatskole;Institution uden enheder;Nattergalevej 32;2400;København NV;4948;Københavns Kommune;Region Hovedstaden;55.69854513;12.53068229;Serdal Güzel;3833 4727;sps@spsnet.dk;www.spsnet.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;17930931;1001391786;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;16/08/2018;199408;
;101185;Mariendal Friskole;Institution uden enheder;Stenosgade 4 C;1616;København V;6896;Københavns Kommune;Region Hovedstaden;55.67373738;12.55694958;Anders Blom Salmonsen;3322 7220;kontoret@mariendalfriskole.dk;www.mariendalfriskole.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;65857510;1002218846;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/01/2020;198104;
;101188;Copenhagen City School;Institution uden enheder;Gammel Kongevej 15 C;1610;København V;2096;Københavns Kommune;Region Hovedstaden;55.67346667;12.55774187;Gareth P. Shearman;3325 2248;info@cityschool.dk;www.cityschool.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;18592177;1003491810;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/11/2019;199508;
;101189;Al-Huda Skolen;Institution uden enheder;Vibevej 16, st.;2400;København NV;8288;Københavns Kommune;Region Hovedstaden;55.70021885;12.53131563;Rachid Omar Hamze;3536 0260;alhudaskolen@hotmail.com;www.alhudaskolen.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;18959208;1003621114;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/11/2019;199608;
;101191;Børne U.N.I.;Institution uden enheder;Valdemarsgade 14;1665;København V;7924;Københavns Kommune;Region Hovedstaden;55.67058713;12.54839688;Gitte Svenning;3325 3405;info@borneuni.dk;www.borneuni.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;19411400;1003804818;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/04/2026;199608;
;101192;IA Sprog;Institution uden enheder;Vibevej 9;2400;København NV;8288;Københavns Kommune;Region Hovedstaden;55.70113351;12.53276641;Jørgen Jespersen;3888 3233;info@iasprog.dk;www.iasprog.dk;1052;Sprogcentre;;Udlændinge- og Integrationsministeriet;75206828;1002452967;2;Kommunale;Københavns Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;20/11/2019;199608;
;101194;Studieskolen i København;Institution uden enheder;Borgergade 12;1300;København K;0716;Københavns Kommune;Region Hovedstaden;55.68267096;12.58449618;Lars Skov;3318 7900;info@studieskolen.dk;www.studieskolen.dk/dansk;1052;Sprogcentre;;Udlændinge- og Integrationsministeriet;81246319;1002617023;0;Private;Københavns Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;02/05/2019;199608;
;101195;Jobcenter København - Danskuddannelse;Institution uden enheder;Emdrupvej 72;2400;København NV;1544;Københavns Kommune;Region Hovedstaden;55.72281342;12.5421709;Maja Agu, konst.;8256 5200;csi-sprogcenter@kk.dk;;1052;Sprogcentre;;Udlændinge- og Integrationsministeriet;64942212;1029936621;2;Kommunale;Københavns Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;30/01/2025;199608;
;101198;Københavns Sprogcenter;Institution uden enheder;Valdemarsgade 16;1665;København V;7924;Københavns Kommune;Region Hovedstaden;55.67028969;12.54845282;Poul Neergaard;3321 3131;adm@kbh-sprogcenter.dk;www.kbh-sprogcenter.dk;1052;Sprogcentre;;Udlændinge- og Integrationsministeriet;15596104;1000948430;2;Kommunale;Københavns Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;20/11/2019;199201;
;101201;PPR, Område Vanløse-Brønshøj;Institution uden enheder;Linde Allé 40;2720;Vanløse;4320;Københavns Kommune;Region Hovedstaden;55.68191939;12.4874308;Ebbe Stenbirk;3317 5820;ppr.vanloese.broenshoej@buf.kk.dk;;2021;Centre for Pædagogisk og psykologisk rådgivning;;Børne- og Undervisningsministeriet;64942212;1018289101;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/11/2019;199401;
;101202;Børne- og Ungdomsforvaltningen Valby/Vesterbro/Kgs.Enghave;Institution uden enheder;Gammel Køge Landevej 3;2500;Valby;2100;Københavns Kommune;Region Hovedstaden;55.66053696;12.51721829;Hans Kærbo;3630 6501;ppr.valby@buf.kk.dk;;2021;Centre for Pædagogisk og psykologisk rådgivning;;Børne- og Undervisningsministeriet;64942212;1003256602;2;Kommunale;Københavns Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;21/11/2019;199401;
;101212;Ungdomsskolen Fritids- og almenundervisningen;Institution uden enheder;Ny Carlsberg Vej 35;1760;København V;5100;Københavns Kommune;Region Hovedstaden;55.66602621;12.54084154;Kasper Kim Jannæs;3530 3002;almen.ungdomsskolen@kk.dk;www.ungdomsskolen.kk.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;;Børne- og Undervisningsministeriet;64942212;1017180874;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/09/2026;194210;
;101213;Ungdomsskolen Prøveforberedende tilbud;Institution uden enheder;Hovmestervej 30;2400;København NV;3060;Københavns Kommune;Region Hovedstaden;55.7103599;12.53136787;Rai Ajufo;3530 3002;y38s@kk.dk;www.ungdomsskolen.kk.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;;Børne- og Undervisningsministeriet;64942212;1003251016;2;Kommunale;Københavns Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/09/2026;194210;
